NMS: 561242
CMTS: pl-waw18a-br02
Interfejsy: C2/0/0, C2/0/1, C2/0/2, C2/0/3, C2/0/4, C2/0/5, C2/0/6, C2/0/7, C6/0/0, C6/0/1, C6/0/2, C6/0/3, C6/0/4, C6/0/5, C6/0/6, C6/0/7
Data: 24.04.2026, 11:42:03

MAC               IP               Interfejs        Status  dBmV
2ca1.7d84.15bb    10.247.141.172   C2/0/2/UB        1       -1.00
ac22.053c.900a    10.161.60.68     C2/0/2/UB        1       -0.50
8496.d878.1e07    10.247.131.207   C2/0/2/U1        1       0.50
e882.5b1e.416d    10.204.33.64     C2/0/2/UB        1       0.00
2ca1.7d86.b3e3    10.161.43.152    C2/0/2/UB        1       0.00
6802.b8e6.decd    10.247.141.205   C2/0/2/UB        1       0.00
ac22.0573.00ac    10.247.141.217   C2/0/2/UB        1       0.00
0005.ca2d.283c    10.169.32.29     C2/0/2/U1        1       0.00
6802.b880.f076    10.247.135.143   C2/0/2/UB        1       0.00
6802.b87f.d8c2    10.204.56.100    C2/0/2/UB        1       !-1.00
5c7b.5c22.f901    10.161.44.207    C2/0/2/UB        1       0.00
5c7b.5c22.666d    10.161.40.224    C2/0/2/UB        1       0.00
a0c5.6277.f16c    10.247.141.180   C2/0/2/UB        1       1.00
e882.5ba2.4e7d    10.247.136.166   C2/0/2/UB        1       0.00
ac22.05d7.730b    10.204.48.252    C2/0/2/UB        1       0.00
e882.5ba1.92c5    10.204.40.26     C2/0/2/UB        1       0.50
342c.c478.ddd5    10.161.43.248    C2/0/2/UB        1       -0.50
905c.4439.6a42    10.204.43.173    C2/0/2/UB        1       -0.50
a0c5.626d.b0d4    10.247.135.134   C2/0/2/UB        1       -0.50
342c.c4bb.f1f4    10.247.135.135   C2/0/2/UB        1       -0.50
602a.d0e4.089c    10.204.40.86     C2/0/2/U1        1       0.00
602a.d0e3.3af8    10.247.131.123   C2/0/2/U1        1       0.00
5467.51cd.7b99    10.161.57.250    C2/0/2/UB        1       -1.00
ac22.0512.dd4e    10.161.45.155    C2/0/2/UB        1       -0.50
105f.49b5.9422    10.204.45.132    C2/0/2/U1        1       -0.50
6802.b880.e5a5    10.204.46.29     C2/0/2/UB        1       0.00
5467.51f1.632b    10.204.45.18     C2/0/2/U4        0       0.00
ac22.05be.f920    10.204.38.167    C2/0/2/UB        1       -1.00
6412.69dc.98a4    10.161.61.4      C2/0/2/U3        0       0.00
1834.afd6.c976    10.204.54.13     C2/0/2/U0        0       0.00
7076.30bb.0f32    10.247.129.61    C2/0/2/U2        0       0.00
d825.22c1.40fc    10.204.63.52     C2/0/2/U1        0       0.00
b49d.fdc3.aeef    10.204.60.224    C2/0/2/UB        1       0.00
7076.306e.661c    10.204.51.156    C2/0/2/U3        0       0.00
342c.c41d.e50f    10.247.133.170   C2/0/2/U0        0       0.00
347a.6025.bbb7    10.247.130.163   C2/0/2/U4        0       0.00
602a.d0f5.072c    10.247.131.220   C2/0/2/U4        0       0.00
6412.69dd.aed5    10.247.132.40    C2/0/2/U1        0       0.00
84e0.583b.e4fd    10.247.135.59    C2/0/2/U2        0       0.00
342c.c4cf.014f    10.247.134.198   C2/0/2/UB        1       1.00
9839.1030.956d    10.204.60.184    C2/0/3/UB        1       0.00
24e4.cea6.4a34    10.161.45.125    C2/0/3/UB        1       0.00
b49d.fdc2.7d5b    10.161.53.78     C2/0/3/UB        1       !-1.50
e882.5b8b.0d22    10.161.50.173    C2/0/3/UB        1       0.50
b49d.fdc3.cf2f    10.161.41.148    C2/0/3/UB        1       0.00
5c7b.5c46.8f78    10.161.61.30     C2/0/3/UB        1       0.00
b0b3.6978.2bdb    10.204.60.231    C2/0/3/UB        1       0.00
a0c5.626c.eecc    10.161.42.127    C2/0/3/UB        1       0.00
2ca1.7d9b.0483    10.161.38.29     C2/0/3/UB        1       0.50
e457.40b0.7810    10.161.62.228    C2/0/3/UB        1       0.00
2ca1.7d9b.0813    10.161.38.92     C2/0/3/UB        1       0.00
2ca1.7d97.b9d3    10.204.45.89     C2/0/3/UB        1       -0.50
5c7b.5c46.3830    10.161.40.162    C2/0/3/UB        1       0.00
e882.5ba1.59f5    10.161.49.28     C2/0/3/UB        1       0.00
e457.40fc.6384    10.161.51.127    C2/0/3/UB        1       0.00
6802.b880.f754    10.161.42.9      C2/0/3/UB        1       -0.50
b4f2.670f.6281    10.204.49.22     C2/0/3/UB        1       1.00
ac22.05bf.9c3d    10.204.59.166    C2/0/3/UB        1       -0.50
342c.c429.271d    10.204.59.54     C2/0/3/UB        1       0.50
b4f2.6738.b670    10.161.59.34     C2/0/3/UB        1       0.00
905c.4493.83d9    10.161.32.135    C2/0/3/UB        1       0.00
342c.c4bb.4aea    10.204.46.72     C2/0/3/UB        1       0.50
bc4d.fbaa.92a0    10.204.42.201    C2/0/3/UB        1       -0.50
b0b3.6935.a267    10.204.61.25     C2/0/3/UB        1       0.00
84e0.583b.3184    10.247.131.96    C2/0/3/U8        0       0.00
24e4.cea5.cbe7    10.161.33.5      C2/0/4/UB        1       0.00
1834.afd6.20c0    10.161.49.245    C2/0/4/UB        1       0.00
1834.afd7.a643    10.161.52.205    C2/0/4/UB        1       0.00
24e4.ce8e.80d0    10.161.36.127    C2/0/4/UB        1       0.00
1834.afa5.4651    10.161.54.188    C2/0/4/UB        1       0.00
24e4.ce37.b692    10.161.57.32     C2/0/4/UB        1       0.00
24e4.ce38.1a8a    10.161.47.211    C2/0/4/UB        1       0.00
4432.c874.45cd    10.204.40.113    C2/0/4/p         1       -0.50
1834.afd6.e4d5    10.161.41.111    C2/0/4/UB        1       0.00
e088.5d6e.c737    ---              C2/0/4/U3        0       0.00
1834.afab.e935    10.161.54.117    C2/0/4/UB        1       0.00
24e4.ce37.690d    10.161.35.143    C2/0/4/UB        1       0.00
24e4.ce37.e515    10.204.53.39     C2/0/4/UB        1       0.00
20b8.2b13.e731    10.204.52.232    C2/0/4/UB        1       0.00
5cfa.25a0.2017    10.204.49.18     C2/0/4/UB        1       0.00
44aa.f56d.547e    10.161.32.252    C2/0/4/UB        1       0.00
44aa.f50d.b250    10.161.53.253    C2/0/4/UB        1       0.50
2c1d.b8a2.3b4e    10.161.38.137    C2/0/4/UB        1       0.50
e882.5b85.6662    10.161.34.142    C2/0/4/UB        1       -0.50
2ca1.7d85.d983    10.161.53.59     C2/0/4/UB        1       0.00
fc94.e3a2.589e    10.204.63.90     C2/0/4/UB        1       0.00
2ca1.7d07.d0b4    10.161.61.91     C2/0/4/UB        1       0.50
a0c5.626f.311c    10.161.55.61     C2/0/4/UB        1       0.50
5c7b.5c46.cf8c    10.161.53.35     C2/0/4/UB        1       0.00
6412.69ea.ffc9    10.204.63.87     C2/0/4/UB        1       1.00
b49d.fdc1.b75b    10.204.60.238    C2/0/4/UB        1       0.00
b49d.fdc4.a7ef    10.161.41.149    C2/0/4/UB        1       0.00
e882.5b1d.8c8d    10.204.51.82     C2/0/4/UB        1       -0.50
b0b3.6935.6b47    10.161.39.37     C2/0/4/UB        1       0.00
2c1d.b8d4.d801    10.169.30.238    C2/0/4/UB        1       -0.50
54e2.e04f.f545    10.161.45.187    C2/0/4/UB        1       1.50
2ca1.7d8d.5cab    10.247.136.63    C2/0/4/UB        1       0.00
0036.760b.7c77    10.161.55.212    C2/0/4/UB        1       0.50
5c7b.5c21.cf89    10.161.55.84     C2/0/4/UB        1       0.00
2c1d.b8a2.ef86    10.161.54.175    C2/0/4/UB        1       0.00
b0b3.6979.eb53    10.161.57.53     C2/0/4/UB        1       0.00
2ca1.7d9a.15bb    10.161.44.242    C2/0/4/UB        1       0.50
88f7.c727.f62f    10.204.62.237    C2/0/4/UB        1       -0.50
a0c5.6270.8804    10.161.34.46     C2/0/4/UB        1       0.00
a0c5.6277.e99c    10.161.38.223    C2/0/4/UB        1       0.00
5c7b.5c21.b999    10.161.59.5      C2/0/4/UB        1       0.00
acf8.ccbd.6779    10.204.41.145    C2/0/4/UB        1       0.00
6412.69e9.ad51    10.161.42.166    C2/0/4/UB        1       -0.50
a0c5.626e.9bb4    10.161.39.237    C2/0/4/UB        1       -0.50
e882.5b20.0bad    10.161.62.175    C2/0/4/UB        1       -0.50
b0b3.6979.3933    10.247.134.49    C2/0/4/UB        1       0.00
7c26.34ca.d5fe    10.161.48.112    C2/0/4/UB        1       -0.50
446a.b7f7.430c    10.161.41.164    C2/0/4/UB        1       -0.50
a0c5.6269.99cc    10.204.46.203    C2/0/4/UB        1       -0.50
6412.69bd.5c50    10.161.55.6      C2/0/4/UB        1       -0.50
e882.5b8b.114a    10.247.141.39    C2/0/4/UB        1       0.50
e882.5ba0.fb5d    10.161.34.90     C2/0/4/UB        1       0.50
20b8.2b13.f98a    10.204.54.41     C2/0/4/UB        1       0.00
28be.9ba3.f4a6    10.161.54.234    C2/0/4/UB        1       0.00
2ca1.7d8c.7cbb    10.204.43.1      C2/0/4/UB        1       0.50
e882.5b18.8455    10.247.140.36    C2/0/4/UB        1       -1.00
20b8.2b13.601d    10.204.52.154    C2/0/4/UB        1       0.00
e882.5ba1.6b45    10.161.63.169    C2/0/4/UB        1       0.50
2ca1.7d7b.4e9b    10.161.38.53     C2/0/4/UB        1       0.00
4432.c820.0c68    10.161.39.179    C2/0/4/UB        1       0.00
5c7b.5cbf.cab1    10.161.61.141    C2/0/4/UB        1       0.00
2ca1.7d02.6594    10.161.54.231    C2/0/4/UB        1       0.00
2ca1.7d90.5583    10.161.33.141    C2/0/4/UB        1       -0.50
44aa.f5d1.be1f    10.161.42.188    C2/0/4/UB        1       -0.50
c4eb.3950.ca4f    10.204.42.176    C2/0/4/UB        1       0.00
5c7b.5cc0.36a5    10.161.51.64     C2/0/4/UB        1       0.00
4432.c820.4fd9    10.161.61.62     C2/0/4/UB        1       -0.50
2ca1.7d7b.d493    10.161.60.125    C2/0/4/UB        1       0.00
e882.5ba5.c6a5    10.161.32.190    C2/0/4/UB        1       -0.50
2c1d.b8a5.51f6    10.161.41.0      C2/0/4/UB        1       0.00
2ca1.7d81.2273    10.161.56.9      C2/0/4/UB        1       0.00
80f5.03ff.8818    10.247.141.67    C2/0/4/UB        1       0.50
7c26.34cb.02f6    10.161.39.9      C2/0/4/UB        1       1.00
2ca1.7d77.823b    10.161.33.171    C2/0/4/UB        1       0.00
44aa.f50e.5838    10.204.48.135    C2/0/4/UB        1       0.50
acf8.ccac.4d8b    10.204.44.74     C2/0/4/UB        1       0.00
206a.942c.6780    10.161.34.197    C2/0/4/UB        1       0.00
44aa.f5d1.f41f    10.161.63.71     C2/0/4/UB        1       -0.50
a0c5.6267.6674    10.161.57.136    C2/0/4/UB        1       -0.50
2ca1.7d91.1843    10.161.39.165    C2/0/4/UB        1       0.00
2ca1.7d03.fabc    10.161.33.111    C2/0/4/UB        1       0.00
88f7.c724.104b    10.204.62.214    C2/0/4/UB        1       0.00
e882.5b87.0312    10.204.40.107    C2/0/4/UB        1       -0.50
44aa.f50b.40e8    10.161.56.5      C2/0/4/UB        1       0.00
a0c5.6271.98d4    10.161.44.31     C2/0/4/UB        1       -0.50
8c04.ffa7.3c30    10.204.53.182    C2/0/4/UB        1       0.00
44aa.f5cf.200f    10.161.36.7      C2/0/4/UB        1       0.00
44aa.f56a.7dee    10.161.51.147    C2/0/4/UB        1       0.50
446a.b7fa.aa3c    10.161.53.100    C2/0/4/UB        1       0.00
b0b3.6978.d81f    10.204.63.31     C2/0/4/UB        1       0.00
2ca1.7d07.2ae4    10.161.62.176    C2/0/4/UB        1       0.00
2ca1.7d89.b933    10.161.59.183    C2/0/4/UB        1       0.50
6412.69ea.4a11    10.204.36.253    C2/0/4/UB        1       0.00
64fd.964f.8b4f    10.247.141.66    C2/0/4/UB        1       0.00
446a.b7f8.1e6c    10.161.62.12     C2/0/4/UB        1       0.50
2ca1.7d07.e71c    10.161.41.158    C2/0/4/UB        1       -0.50
e882.5b1b.de85    10.161.34.60     C2/0/4/UB        1       0.00
2ca1.7d86.146b    10.204.61.229    C2/0/4/UB        1       0.00
20b8.2b13.9bc0    10.204.52.180    C2/0/4/UB        1       0.00
4432.c8bd.1b40    10.161.55.178    C2/0/4/UB        1       0.00
2ca1.7d94.8c2b    10.247.136.93    C2/0/4/UB        1       0.50
2ca1.7d84.c3b3    10.161.53.125    C2/0/4/UB        1       0.50
6412.69bc.4810    10.204.44.61     C2/0/4/UB        1       -0.50
a0c5.6269.b07c    10.204.35.0      C2/0/4/UB        1       0.50
2ca1.7d8b.38db    10.161.43.216    C2/0/4/UB        1       0.00
64fd.9650.0184    10.247.137.176   C2/0/4/UB        1       0.00
7c26.34ca.830e    10.161.60.45     C2/0/4/UB        1       0.00
e882.5b18.8f7d    10.161.58.129    C2/0/4/UB        1       1.00
5c7b.5ce5.7314    10.161.40.77     C2/0/4/UB        1       0.00
44aa.f56d.ac36    10.161.58.55     C2/0/4/UB        1       0.00
b0b3.6978.c2a7    10.204.52.15     C2/0/4/UB        1       0.00
a0c5.626e.cfdc    10.161.40.137    C2/0/4/UB        1       -0.50
446a.b7f7.206c    10.161.47.143    C2/0/4/UB        1       -1.00
acf8.cc81.bed6    10.204.40.138    C2/0/4/UB        1       0.00
2c1d.b8d6.27b9    10.161.34.120    C2/0/4/UB        1       0.00
44aa.f56b.bcf6    10.161.54.197    C2/0/4/UB        1       0.00
cc58.300a.bf85    10.161.57.246    C2/0/4/UB        1       0.00
20b8.2b14.0005    10.204.52.185    C2/0/4/UB        1       0.00
b49d.fdc1.8743    10.161.55.116    C2/0/4/UB        1       0.00
44aa.f5d0.b2c7    10.161.41.192    C2/0/4/UB        1       0.00
a0c5.6272.ca14    10.161.48.134    C2/0/4/UB        1       -0.50
5c7b.5c37.9032    10.161.54.168    C2/0/4/UB        1       0.00
e882.5ba6.3d2d    10.204.50.104    C2/0/4/UB        1       0.00
2ca1.7d80.8033    10.204.53.78     C2/0/4/UB        1       0.00
a0c5.6278.6a4c    10.204.63.70     C2/0/4/UB        1       0.00
2c1d.b8a7.402e    10.161.54.87     C2/0/4/UB        1       -0.50
2ca1.7d03.9cec    10.161.59.166    C2/0/4/UB        1       0.00
e457.40fa.0f49    10.161.57.62     C2/0/4/UB        1       0.50
2ca1.7d02.3d64    10.169.30.74     C2/0/4/UB        1       0.00
acf8.ccaa.44c3    10.204.41.220    C2/0/4/UB        1       0.50
e882.5b1c.62cd    10.161.35.2      C2/0/4/UB        1       0.00
acf8.cc81.be2c    10.204.42.86     C2/0/4/UB        1       0.00
a0c5.626b.0704    10.204.63.30     C2/0/4/UB        1       0.00
b0b3.6979.0aa7    10.161.55.104    C2/0/4/UB        1       0.00
a0c5.6267.7ef4    10.161.33.108    C2/0/4/UB        1       0.00
acf8.ccac.3d00    10.161.32.82     C2/0/4/UB        1       0.00
a0c5.626e.2acc    10.161.42.238    C2/0/4/UB        1       0.00
e457.40da.129e    10.204.41.36     C2/0/4/UB        1       0.00
5c7b.5cbf.e515    10.161.54.109    C2/0/4/UB        1       0.00
0036.760c.4f9f    10.161.54.243    C2/0/4/UB        1       0.00
2ca1.7d94.bde3    10.161.44.143    C2/0/4/UB        1       0.00
2ca1.7d07.dea4    10.161.55.110    C2/0/4/UB        1       -0.50
e457.40d9.6844    10.204.40.204    C2/0/4/UB        1       0.00
2ca1.7d80.7063    10.161.33.144    C2/0/4/UB        1       -0.50
2ca1.7d7a.4153    10.161.38.159    C2/0/4/UB        1       0.00
cc03.fa5f.e5aa    10.204.53.158    C2/0/4/UB        1       -0.50
2ca1.7d06.ce4c    10.204.37.146    C2/0/4/UB        1       -0.50
84e0.5882.3fe1    10.204.59.16     C2/0/4/UB        1       0.00
2ca1.7d95.413b    10.161.35.148    C2/0/4/UB        1       -0.50
0036.760c.f627    10.204.56.77     C2/0/4/UB        1       -0.50
b49d.fdc4.00df    10.204.53.221    C2/0/4/UB        1       0.00
2ca1.7d8c.012b    10.161.51.89     C2/0/4/UB        1       -0.50
2ca1.7d07.2e74    10.204.36.196    C2/0/4/UB        1       0.00
a0c5.626f.fa9c    10.161.51.14     C2/0/4/UB        1       0.00
6412.69bb.c4f8    10.161.49.13     C2/0/4/UB        1       0.00
2ca1.7d9a.b0b3    10.161.61.76     C2/0/4/UB        1       0.00
0036.76ec.37b4    10.161.46.117    C2/0/4/UB        1       -0.50
e882.5b1e.ae0d    10.161.37.125    C2/0/4/UB        1       0.00
80f5.03fe.da90    10.161.56.77     C2/0/4/UB        1       -0.50
e882.5b88.065a    10.161.37.246    C2/0/4/UB        1       0.00
d42c.0fd0.8fbe    10.161.35.96     C2/0/4/UB        1       0.50
647c.3435.2069    10.204.61.219    C2/0/4/U1        0       0.00
5c7b.5c17.9f85    10.161.59.88     C2/0/4/UB        1       0.00
3843.7d59.4e6c    10.204.62.115    C2/0/4/UB        1       0.00
f0f2.4992.9f20    10.169.31.118    C2/0/4/UB        1       0.50
905c.4494.2264    10.161.35.168    C2/0/4/UB        1       -1.00
342c.c441.7368    10.204.32.194    C2/0/4/UB        1       0.00
b4f2.670f.3f1a    10.204.39.57     C2/0/4/UB        1       0.00
647c.3439.640d    10.204.50.163    C2/0/4/UB        1       -0.50
ac22.0545.8542    10.204.37.32     C2/0/4/UB        1       -0.50
905c.448e.6ee4    10.161.40.241    C2/0/4/UB        1       0.50
5467.51d1.1256    10.204.37.41     C2/0/4/UB        1       0.00
342c.c4e3.b07c    10.204.34.18     C2/0/4/UB        1       -0.50
342c.c426.8eff    10.204.59.219    C2/0/4/UB        1       0.00
5467.5134.4d26    10.204.35.156    C2/0/4/UB        1       -0.50
342c.c4e3.b09a    10.204.48.114    C2/0/4/UB        1       -1.00
3843.7d2e.6428    10.247.134.195   C2/0/4/UB        1       -0.50
ac22.0596.c963    10.204.33.144    C2/0/4/UB        1       -0.50
3843.7df6.f1ed    10.247.136.64    C2/0/4/UB        1       -0.50
ac22.05f4.9670    10.204.55.56     C2/0/4/UB        1       0.00
342c.c425.86ba    10.161.42.40     C2/0/4/UB        1       -1.00
3843.7da1.430e    10.204.46.212    C2/0/4/UB        1       -1.00
ac22.0504.9c01    10.204.38.125    C2/0/4/UB        1       -1.00
b4f2.670d.7279    10.247.140.79    C2/0/4/UB        1       1.00
ac22.0541.e2c4    10.247.134.58    C2/0/4/UB        1       -0.50
ac22.05be.f51e    10.204.33.10     C2/0/4/UB        1       0.00
ac22.056d.5a97    10.169.30.218    C2/0/4/p         1       !-3.50
dc53.7cc1.b884    10.204.33.94     C2/0/4/UB        1       -0.50
342c.c4ba.bc49    10.161.53.167    C2/0/4/UB        1       0.50
342c.c4bc.4a8c    10.204.59.167    C2/0/4/UB        1       0.00
b4f2.670f.5f3c    10.161.45.198    C2/0/4/UB        1       -0.50
6802.b87f.d658    10.204.32.58     C2/0/4/UB        1       -0.50
3843.7dcc.bf07    10.204.35.150    C2/0/4/UB        1       -0.50
342c.c4a2.ef2c    10.247.136.106   C2/0/4/UB        1       -0.50
3843.7d79.f483    10.204.37.208    C2/0/4/UB        1       0.00
3843.7dfd.29a5    10.161.36.229    C2/0/4/UB        1       -0.50
342c.c401.a18d    10.247.140.37    C2/0/4/UB        1       -1.00
905c.44bf.f47a    10.204.36.148    C2/0/4/p         1       !-2.50
3843.7df9.6004    10.204.50.196    C2/0/4/UB        1       -0.50
3843.7d25.9584    10.204.32.128    C2/0/4/UB        1       -0.50
342c.c4a2.f9ca    10.204.46.204    C2/0/4/UB        1       -0.50
905c.4468.9bf5    10.204.54.112    C2/0/4/UB        1       0.00
b4f2.6723.5842    10.204.43.34     C2/0/4/UB        1       -0.50
905c.4443.5970    10.161.52.183    C2/0/4/UB        1       0.00
ac22.0597.f143    10.204.49.144    C2/0/4/UB        1       -0.50
3843.7df9.7393    10.161.58.39     C2/0/4/UB        1       0.00
5467.5188.d4bb    10.204.54.169    C2/0/4/p         1       !-2.00
ac22.053d.69e7    10.161.41.73     C2/0/4/UB        1       0.50
342c.c425.5396    10.161.53.201    C2/0/4/UB        1       0.50
3843.7d09.cdf2    10.204.37.116    C2/0/4/UB        1       0.50
3843.7da1.8700    10.204.34.53     C2/0/4/UB        1       -0.50
6802.b804.1b44    10.161.47.141    C2/0/4/UB        1       0.50
3843.7da1.b856    10.204.45.247    C2/0/4/UB        1       -0.50
342c.c4b0.c0be    10.247.137.114   C2/0/4/UB        1       0.00
5467.51cd.807f    10.204.49.27     C2/0/4/UB        1       -1.00
ac22.0596.b51a    10.204.52.131    C2/0/4/UB        1       -0.50
342c.c4bc.2767    10.161.55.144    C2/0/4/UB        1       1.00
3843.7dcc.a0ec    10.204.59.101    C2/0/4/UB        1       0.00
6802.b87f.de71    10.204.33.190    C2/0/4/UB        1       -1.00
3843.7d05.01c0    10.161.50.209    C2/0/4/UB        1       0.50
ac22.0545.469f    10.204.33.67     C2/0/4/UB        1       -0.50
342c.c4a2.f388    10.204.61.111    C2/0/4/UB        1       -0.50
905c.44ed.de16    10.204.60.156    C2/0/4/UB        1       0.00
b4f2.670f.5309    10.161.48.191    C2/0/4/UB        1       0.50
342c.c4b9.e25a    10.204.44.127    C2/0/4/UB        1       0.00
905c.4444.b105    10.161.57.125    C2/0/4/UB        1       0.00
342c.c447.0dfb    10.161.48.201    C2/0/4/UB        1       0.00
3843.7db5.eee4    10.204.47.241    C2/0/4/UB        1       0.00
905c.44be.e0e9    10.204.57.12     C2/0/4/UB        1       0.50
6802.b8e6.ec83    10.161.38.219    C2/0/4/UB        1       -0.50
ac22.0508.aca4    10.161.41.52     C2/0/4/UB        1       !-3.00
905c.44b6.1c1a    10.204.38.243    C2/0/4/UB        1       0.50
dc53.7cc3.5216    10.161.60.254    C2/0/4/UB        1       -0.50
b4f2.6723.6055    10.204.37.36     C2/0/4/UB        1       0.50
905c.4491.fb27    10.204.33.221    C2/0/4/UB        1       0.00
5467.51f1.8bde    10.204.34.7      C2/0/4/UB        1       0.50
905c.44ed.53dd    10.161.35.70     C2/0/4/UB        1       -0.50
342c.c4a2.f835    10.204.35.199    C2/0/4/UB        1       0.00
5467.51d1.4145    10.161.40.210    C2/0/4/UB        1       0.00
342c.c4b2.569c    10.161.45.82     C2/0/4/UB        1       0.50
5467.5187.eb66    10.204.37.205    C2/0/4/p         1       0.00
5467.51cc.cda2    10.161.32.168    C2/0/4/UB        1       0.50
3843.7d50.cdaa    10.204.51.27     C2/0/4/UB        1       0.50
ac22.0543.f5c7    10.204.32.32     C2/0/4/UB        1       -0.50
3843.7d7e.0df0    10.204.43.53     C2/0/4/UB        1       0.00
ac22.053d.a01d    10.204.61.243    C2/0/4/UB        1       -0.50
ac22.0545.84ee    10.161.47.35     C2/0/4/UB        1       0.00
3843.7d0b.6967    10.161.60.99     C2/0/4/UB        1       -0.50
342c.c460.b1e8    10.161.39.113    C2/0/4/UB        1       0.00
342c.c4ba.68ca    10.204.61.91     C2/0/4/UB        1       0.50
905c.4466.225f    10.161.54.153    C2/0/4/UB        1       -0.50
905c.4412.cc97    10.204.37.78     C2/0/4/UB        1       0.00
342c.c498.8cd9    10.204.48.130    C2/0/4/UB        1       0.00
342c.c405.3da2    10.204.47.16     C2/0/4/UB        1       -1.00
ac22.056c.b147    10.161.59.78     C2/0/4/UB        1       0.00
b4f2.6730.50ee    10.204.50.207    C2/0/4/UB        1       0.00
905c.448e.6947    10.204.63.223    C2/0/4/UB        1       0.00
6802.b8e6.d939    10.161.37.104    C2/0/4/UB        1       0.00
342c.c445.59f0    10.161.42.36     C2/0/4/UB        1       0.00
905c.44ee.404d    10.204.35.229    C2/0/4/UB        1       0.00
5467.51d1.40df    10.161.43.88     C2/0/4/UB        1       0.00
ac22.05f2.b154    10.161.56.240    C2/0/4/UB        1       -0.50
342c.c460.36c1    10.204.43.239    C2/0/4/UB        1       0.00
3843.7d58.e131    10.204.33.51     C2/0/4/UB        1       0.00
6802.b880.5683    10.204.52.29     C2/0/4/UB        1       -1.00
3843.7d50.d266    10.161.44.149    C2/0/4/UB        1       0.00
342c.c4bb.d703    10.204.32.30     C2/0/4/UB        1       -1.00
342c.c460.454c    10.204.58.62     C2/0/4/UB        1       -0.50
342c.c4b0.ac93    10.247.141.108   C2/0/4/UB        1       0.50
342c.c4a5.0469    10.204.36.36     C2/0/4/UB        1       0.00
342c.c4bc.4e3a    10.247.134.121   C2/0/4/UB        1       0.00
905c.4441.afb5    10.204.35.197    C2/0/4/UB        1       -0.50
6802.b821.46ee    10.204.45.36     C2/0/4/UB        1       0.00
ac22.05ff.a164    10.204.40.69     C2/0/4/UB        1       0.00
342c.c4b1.35fa    10.204.62.103    C2/0/4/UB        1       !-1.00
905c.4441.efc6    10.204.48.121    C2/0/4/UB        1       0.50
3843.7db6.2b0b    10.204.43.6      C2/0/4/UB        1       !-2.00
6802.b8ce.1f18    10.161.43.150    C2/0/4/UB        1       0.00
b4f2.6739.ac19    10.161.63.204    C2/0/4/UB        1       0.50
ac22.056f.dc79    10.204.49.162    C2/0/4/UB        1       !-3.50
342c.c4b0.066a    10.204.43.117    C2/0/4/UB        1       *-4.00
3843.7d7d.ffa1    10.204.33.152    C2/0/4/UB        1       0.00
342c.c408.c47e    10.204.36.90     C2/0/4/UB        1       -0.50
5467.51ef.03d5    10.204.34.121    C2/0/4/UB        1       -0.50
6802.b8cd.b54f    10.204.32.126    C2/0/4/UB        1       !-0.50
ac22.05bf.8a91    10.204.49.236    C2/0/4/UB        1       -0.50
5467.51f8.8f5b    10.204.32.119    C2/0/4/UB        1       0.00
342c.c499.58a9    10.161.41.3      C2/0/4/UB        1       0.00
3843.7d55.08e0    10.204.43.238    C2/0/4/UB        1       -0.50
6802.b8b2.0787    10.204.50.68     C2/0/4/UB        1       0.00
b4f2.670d.5581    10.247.139.20    C2/0/4/UB        1       -0.50
5467.51f9.8bf1    10.204.43.59     C2/0/4/UB        1       -0.50
3843.7d50.d2d8    10.161.61.38     C2/0/4/UB        1       -0.50
5c7b.5c38.87be    10.161.36.3      C2/0/4/UB        1       0.00
2ca1.7d86.e31b    10.247.138.80    C2/0/4/UB        1       0.00
e882.5b88.e89a    10.161.63.175    C2/0/4/U2        0       !0.00
6412.69eb.8721    10.161.48.147    C2/0/4/UB        1       0.00
2ca1.7d04.05cc    10.161.45.106    C2/0/4/UB        1       -0.50
ac22.0596.d7b5    10.204.53.244    C2/0/4/UB        1       -0.50
acf8.cca3.ca44    10.204.56.215    C2/0/4/UB        1       0.00
ac22.0534.1410    10.204.56.211    C2/0/4/UB        1       -0.50
2ca1.7d85.61f3    10.204.52.3      C2/0/4/U4        0       0.00
2ca1.7d8a.6aeb    10.161.43.123    C2/0/4/UB        1       -0.50
e882.5b86.3982    10.247.141.52    C2/0/4/UB        1       0.00
342c.c4bb.b333    10.247.141.53    C2/0/4/UB        1       -0.50
d825.22c0.cb75    10.247.133.185   C2/0/4/U8        1       0.00
0005.ca2d.2d30    10.169.32.26     C2/0/4/U8        1       0.00
7076.306d.5d6e    10.247.134.27    C2/0/4/U11       1       0.00
7076.30bb.0065    10.204.43.113    C2/0/4/U9        1       -0.50
6412.69dd.aee1    10.247.134.172   C2/0/4/U1        1       0.00
8496.d876.2b77    10.247.132.75    C2/0/4/U0        1       0.00
a0c5.6235.907b    10.204.48.81     C2/0/4/U4        1       0.00
80f5.0398.9768    10.204.48.59     C2/0/4/U0        1       0.00
6412.69be.0ab8    10.161.44.58     C2/0/4/UB        1       0.50
8496.d879.33b1    10.247.132.118   C2/0/4/U1        1       -0.50
8496.d876.a82d    10.247.139.22    C2/0/4/U4        0       0.00
446a.b7fa.178c    10.204.49.101    C2/0/4/UB        1       0.00
7076.306d.aa7b    10.247.128.145   C2/0/4/U10       0       0.00
7085.c6ab.33d2    10.247.135.64    C2/0/4/U0        1       -0.50
5c7b.5ca0.06d1    10.204.44.164    C2/0/4/UB        1       0.00
